Temperature,Squared_Magnetization,Susceptibility,Error_m2,Error_chi
0.5,1.0,0.0,0.0,0.0
0.5353535353535354,0.9999979311342593,3.891217547425668e-06,1.1012378845683224e-06,0.00029621221287572927
0.5707070707070707,0.9999972415123457,4.86676992200091e-06,1.2336331820305269e-06,0.00031126857775284504
0.6060606060606061,0.9999937934027777,1.0310179668415741e-05,1.8180400893937442e-06,0.0004319663252401639
0.6414141414141414,0.99999034529321,1.5152175148218667e-05,2.2024757691366452e-06,0.0004944644813358633
0.6767676767676768,0.999964139660494,5.328884336973103e-05,4.717739750841913e-06,0.0010038223565378374
0.7121212121212122,0.9999289785879631,0.00010213497571840282,7.756282774759625e-06,0.0015684193934306285
0.7474747474747474,0.9999062596450617,0.00013521229734151047,1.0876043991559294e-05,0.002095255177615544
0.7828282828282829,0.9998593267746914,0.00018181900001290464,8.307636341979458e-06,0.0015281763056924724
0.8181818181818181,0.9997814863040123,0.00028390166089131696,1.1450029878366707e-05,0.002015205258592945
0.8535353535353536,0.9996580439814814,0.00041481846152754325,1.4008689997277875e-05,0.002363406918357054
0.8888888888888888,0.999471942515432,0.0006182274218358152,1.3147657147882932e-05,0.0021299204579576492
0.9242424242424242,0.999299078896605,0.0008108313200035237,2.492039291748087e-05,0.0038826789227504755
0.9595959595959596,0.9989562065972223,0.001202487705581359,2.793177943330013e-05,0.0041915310273799074
0.9949494949494949,0.998650390625,0.0014971851348245812,3.846388271842333e-05,0.005566914842982906
1.0303030303030303,0.9981554205246914,0.001995575177721473,3.44602576678998e-05,0.004816327777583805
1.0656565656565657,0.9975713396990741,0.002587089723034208,4.23789828089046e-05,0.005726585582216239
1.101010101010101,0.9968838107638889,0.0032814922319303165,5.0736924866416474e-05,0.006635831200878091
1.1363636363636362,0.9959827305169753,0.004067088529118621,5.98564019786624e-05,0.007585003258735654
1.1717171717171717,0.9950168258101852,0.004960356224429371,6.452432344976737e-05,0.007929816854309667
1.2070707070707072,0.9938919319058641,0.006104256565105134,7.377152826079947e-05,0.008800727254275303
1.2424242424242424,0.9923228973765432,0.00767074514228041,5.9538003801002534e-05,0.006900599855179335
1.2777777777777777,0.9909391975308641,0.008784020380468365,0.00010025141244180127,0.011297898306484573
1.3131313131313131,0.9887505497685186,0.011129333769265715,0.00010415145183254856,0.011421408440960332
1.3484848484848484,0.9868242139274691,0.013035471607005227,0.00010951971807262604,0.011695229219800736
1.3838383838383836,0.9841699122299382,0.015680507213750743,0.0001287856128283423,0.013401224061904572
1.4191919191919191,0.9813259789737653,0.018683959658588205,0.00013031737080417252,0.013222807389211767
1.4545454545454546,0.9781738088348764,0.022021802713771632,0.0001425220757300306,0.014109685497272637
1.4898989898989898,0.9745888551311728,0.025805894090042386,0.00014887273033980256,0.014388675550673134
1.5252525252525253,0.9706861496913579,0.030233563331950066,0.00019138448455554866,0.018068723257111965
1.5606060606060606,0.9656776379243828,0.03546481475425574,0.0002531513249082279,0.023358739727454194
1.595959595959596,0.960939371141975,0.04203442374997613,0.00024829431134914875,0.022403061408819817
1.6313131313131313,0.9548198881172839,0.049392336052654744,0.00028129627399989807,0.02483071010614553
1.6666666666666665,0.9488984423225307,0.05796015782292514,0.00024411988537642265,0.021091958096523096
1.702020202020202,0.9412793451003086,0.06907754783847395,0.0002912177177187347,0.024638574384559575
1.7373737373737372,0.9332870659722221,0.08312785937499273,0.0003975039406730034,0.03294660568740896
1.7727272727272727,0.9244933738425926,0.09665817799502244,0.00033289790455953786,0.02704155286268236
1.808080808080808,0.915453544560185,0.1180586436984913,0.0004417144432436739,0.03517922403844601
1.8434343434343434,0.9034857253086418,0.1440816239349275,0.00039087855740803595,0.03053350528443294
1.8787878787878787,0.892739631558642,0.1724433448286301,0.0005555274423568702,0.04257849042064227
1.9141414141414141,0.8762529851466048,0.23806764148169507,0.0006328598621722279,0.04760976356267703
1.9494949494949494,0.8612126012731481,0.2747226253732154,0.0008431909221707822,0.06228253775371366
1.9848484848484849,0.8440083670910495,0.3426311901312026,0.0008843538530470265,0.06415953449892313
2.02020202020202,0.8241661747685186,0.45781407374998456,0.0007826214499566978,0.05578525695291311
2.0555555555555554,0.8024942226080247,0.5581287890540628,0.001241946788837055,0.08700340747744988
2.090909090909091,0.7749333478009259,0.7899766848347044,0.001931751624468361,0.1330388944851258
2.1262626262626263,0.7475128665123457,0.9765168518675847,0.001372186335034877,0.09293058618649477
2.1616161616161618,0.7117562114197532,1.2933216227686883,0.0015098238765630966,0.10057966908543667
2.196969696969697,0.6724576388888889,1.6767343752183992,0.0014345240400096264,0.09402563087070022
2.2323232323232323,0.6318755353009258,2.0407598649752456,0.0021448713984829923,0.1383587631528218
2.2676767676767673,0.5855048466435184,2.468811098778511,0.0019645986837568763,0.12475420416765265
2.3030303030303028,0.5373095486111111,2.8320065322807086,0.002130924900338964,0.1332388832422472
2.3383838383838382,0.48808845486111113,3.1426879963391023,0.0015034074167815997,0.09258132239152703
2.3737373737373737,0.4405749373070987,3.5092535886097074,0.0030050859498068155,0.1823000225550891
2.409090909090909,0.39113871045524695,3.6567938382737153,0.002640353800473099,0.1578234120735619
2.4444444444444446,0.35099935860339504,3.6471824202769842,0.00279468420930241,0.1646323061479965
2.4797979797979797,0.3155911072530864,3.569196919643583,0.0026371491613921727,0.15313726454096468
2.515151515151515,0.2758204330632716,3.422498496750125,0.0030858564939602114,0.17667457902769784
2.5505050505050506,0.24651869212962965,3.272767615160888,0.0018943215903026304,0.106952271648928
2.5858585858585856,0.22123920235339506,3.0823747617950428,0.001547160806779151,0.086157517427514
