Sweep,Magnetization Density
277,0.12
278,0.1
279,0.12
280,0.16
281,-0.02
282,0.02
283,0.0
284,-0.02
285,-0.06
286,-0.08
287,-0.1
288,-0.08
289,0.0
290,-0.08
291,-0.12
292,-0.14
293,-0.12
294,-0.1
295,-0.16
296,-0.18
297,-0.24
298,-0.26
299,-0.24
300,-0.28
301,-0.3
302,-0.28
303,-0.24
304,-0.2
305,-0.14
306,-0.1
307,-0.06
308,-0.04
309,-0.06
310,-0.08
311,-0.06
312,-0.04
313,-0.02
314,0.0
315,0.06
316,0.08
317,0.16
318,0.22
319,0.24
320,0.4
321,0.46
322,0.4
323,0.36
324,0.42
325,0.4
326,0.26
327,-0.08
328,0.0
329,-0.02
330,-0.04
331,-0.08
332,-0.06
333,-0.1
334,-0.06
335,0.06
336,0.12
337,0.26
338,0.2
339,0.26
340,0.24
341,0.18
342,-0.02
343,-0.04
344,-0.08
345,-0.2
346,-0.1
347,-0.18
348,-0.16
349,-0.12
350,-0.08
351,-0.06
352,0.04
353,-0.02
354,0.0
355,-0.02
356,0.06
357,0.08
358,0.12
359,0.1
360,0.12
361,0.14
362,0.18
363,0.16
364,0.18
365,0.22
366,0.34
367,0.42
368,0.32
369,0.44
370,0.34
371,0.32
372,0.24
373,0.0
374,0.04
375,-0.06
376,-0.1
377,-0.08
378,-0.06
379,-0.04
380,-0.06
381,-0.04
382,0.04
383,0.02
384,-0.06
385,-0.04
386,-0.08
387,-0.1
388,-0.18
389,-0.14
390,-0.1
391,-0.06
392,-0.04
393,-0.08
394,-0.14
395,-0.1
396,-0.24
397,-0.22
398,-0.02
399,0.0
400,0.3
401,0.32
402,0.4
403,0.16
404,0.24
405,0.22
406,0.2
407,0.24
408,0.14
409,0.12
410,0.02
411,0.04
412,-0.04
413,0.0
414,0.12
415,0.02
416,-0.02
417,0.0
418,0.06
419,0.04
420,0.0
421,0.08
422,-0.08
423,-0.04
424,0.1
425,0.02
426,0.0
427,-0.04
428,0.06
429,0.08
430,0.06
431,0.08
432,-0.1
433,-0.12
434,-0.14
435,-0.1
436,-0.14
437,0.04
438,0.06
439,0.04
440,0.0
441,-0.08
442,-0.06
443,0.04
444,0.08
445,0.04
446,-0.12
447,-0.38
448,-0.32
449,-0.12
450,-0.1
451,-0.14
452,-0.18
453,-0.14
454,-0.46
455,-0.48
456,0.12
457,0.14
458,0.12
459,0.1
460,0.12
461,0.14
462,0.04
463,0.06
464,0.22
465,0.16
466,0.02
467,-0.02
468,0.08
469,0.2
470,0.24
471,0.28
472,0.2
473,0.3
474,0.32
475,0.28
476,0.22
477,0.16
478,0.14
479,0.2
480,0.18
481,0.3
482,0.32
483,0.18
484,0.24
485,0.22
486,0.12
487,0.14
488,0.1
489,0.08
490,-0.16
491,-0.18
492,-0.16
493,-0.12
494,-0.14
495,-0.16
496,-0.18
497,-0.22
498,-0.24
499,-0.22
500,-0.2
501,-0.22
502,-0.32
503,0.04
504,0.08
505,0.06
506,0.04
507,-0.02
508,0.0
509,0.02
510,-0.04
511,-0.06
512,-0.04
513,-0.1
514,-0.06
515,-0.04
516,-0.02
517,-0.04
518,0.06
519,0.04
520,-0.02
521,0.0
522,-0.08
523,-0.06
524,-0.04
525,-0.02
526,0.0
527,0.04
528,0.06
529,0.18
530,0.2
531,0.24
532,0.22
533,0.2
534,0.22
535,0.26
536,0.42
537,0.46
538,0.34
539,0.3
540,0.46
541,0.48
542,0.5
543,0.4
544,0.48
545,0.5
546,0.18
547,0.06
548,0.14
549,0.02
550,0.0
551,0.02
552,0.06
553,0.02
554,0.08
555,0.24
556,0.26
557,0.3
558,0.28
559,0.34
560,0.32
561,0.2
562,0.18
563,0.24
564,0.28
565,0.14
566,0.1
567,0.02
568,-0.14
569,-0.18
570,-0.16
571,-0.18
572,-0.16
573,-0.12
574,-0.1
575,-0.14
576,-0.16
577,-0.26
578,-0.08
579,-0.06
580,-0.04
581,-0.02
582,-0.04
583,-0.06
584,-0.04
585,-0.02
586,-0.06
587,0.02
588,0.04
589,0.06
590,0.02
591,0.0
592,0.02
593,0.0
594,0.04
595,0.28
596,0.26
597,0.3
598,0.28
599,0.3
600,0.26
601,0.22
602,0.18
603,0.2
604,0.26
605,0.24
606,0.2
607,0.28
608,0.26
609,0.22
610,0.14
611,0.06
612,0.02
613,-0.04
614,0.0
615,-0.16
616,-0.14
617,-0.12
618,-0.18
619,-0.16
620,-0.22
621,-0.28
622,-0.06
623,-0.08
624,-0.06
625,0.02
626,-0.16
627,-0.14
628,-0.32
629,-0.28
630,-0.22
631,-0.14
632,-0.12
633,-0.1
634,-0.16
635,-0.14
636,-0.12
637,-0.1
638,-0.14
639,-0.12
640,0.04
641,0.02
642,0.0
643,-0.02
644,-0.06
645,-0.04
646,0.02
647,0.0
648,0.04
649,0.02
650,-0.12
651,-0.06
652,0.0
653,0.04
654,0.0
655,0.16
656,0.18
657,0.16
658,0.1
659,0.06
660,0.08
661,0.0
662,-0.02
663,0.08
664,0.12
665,-0.02
666,-0.04
667,-0.06
668,-0.28
669,-0.24
670,-0.22
671,-0.2
672,-0.18
673,-0.24
674,-0.14
675,-0.16
676,-0.12
677,-0.24
678,-0.2
679,-0.18
680,-0.2
681,-0.06
682,-0.08
683,-0.1
684,-0.16
685,-0.06
686,-0.04
687,-0.08
688,0.02
689,-0.06
690,0.0
691,0.02
692,-0.02
693,0.12
694,0.14
695,0.16
696,0.14
697,0.1
698,0.12
699,-0.06
700,-0.1
701,-0.12
702,-0.1
703,-0.08
704,-0.02
705,-0.06
706,-0.08
707,-0.12
708,-0.1
709,-0.02
710,0.04
711,0.14
712,0.16
713,0.14
714,0.2
715,0.18
716,0.14
717,0.04
718,0.16
719,0.12
720,0.02
721,0.08
722,0.06
723,0.08
724,0.12
725,0.1
726,0.06
727,0.04
728,0.0
729,0.06
730,0.1
731,0.02
732,0.04
733,0.02
734,0.04
735,0.12
736,0.16
737,0.14
738,0.24
739,0.42
740,0.3
741,0.16
742,0.06
743,0.02
744,0.0
745,-0.1
746,-0.08
747,0.2
748,0.14
749,0.12
750,0.06
751,-0.02
752,0.08
753,-0.14
754,-0.16
755,-0.18
756,-0.2
757,-0.5
758,-0.54
759,-0.52
760,-0.46
761,-0.5
762,-0.18
763,-0.32
764,-0.36
765,-0.34
766,-0.3
767,-0.32
768,-0.14
769,-0.22
770,-0.2
771,-0.24
772,-0.26
773,-0.16
774,0.12
775,0.16
776,0.18
777,0.16
778,0.14
779,-0.02
780,-0.12
781,-0.08
782,-0.12
783,-0.28
784,-0.32
785,-0.22
786,-0.2
787,0.02
788,0.0
789,0.02
790,0.0
791,-0.32
792,-0.34
793,-0.36
794,-0.4
795,0.22
796,0.34
797,0.0
798,-0.08
799,-0.02
800,0.08
801,-0.18
802,-0.28
803,-0.2
804,0.06
805,0.12
806,0.14
807,-0.04
808,-0.16
809,-0.1
810,-0.08
811,0.14
812,0.16
813,0.14
814,0.16
815,0.22
816,0.24
817,0.2
818,0.18
819,0.08
820,0.0
821,-0.08
822,-0.1
823,-0.06
824,0.16
825,0.18
826,0.32
827,0.34
828,-0.16
829,-0.12
830,-0.1
831,-0.06
832,-0.02
833,0.02
834,0.04
835,0.02
836,0.08
837,0.04
838,0.0
839,-0.02
840,0.0
841,0.08
842,0.1
843,0.08
844,0.12
845,0.1
846,0.14
847,0.18
848,0.16
849,0.18
850,0.16
851,0.14
852,0.08
853,0.1
854,-0.08
855,-0.06
856,-0.12
857,-0.1
858,-0.04
859,-0.06
860,-0.14
861,-0.1
862,-0.08
863,0.18
864,0.2
865,0.18
866,0.12
867,0.1
868,0.08
869,0.12
870,0.14
871,0.1
872,0.08
873,0.02
874,0.2
875,-0.06
876,-0.04
877,-0.08
878,-0.06
879,0.1
880,0.22
881,0.16
882,0.0
883,-0.04
884,0.0
885,0.02
886,0.18
887,0.22
888,0.18
889,0.16
890,0.2
891,0.24
892,0.34
893,0.18
894,-0.1
895,-0.12
896,-0.06
897,-0.04
898,-0.26
899,-0.2
900,0.06
901,0.04
902,0.02
903,0.04
904,0.0
905,-0.06
906,-0.04
907,-0.02
908,0.14
909,0.1
910,0.08
911,0.1
912,0.08
913,0.06
914,0.02
915,0.04
916,0.0
917,0.3
918,0.28
919,0.2
920,0.12
921,0.04
922,0.08
923,0.1
924,0.12
925,0.0
926,0.06
927,0.12
928,0.08
929,0.14
930,0.2
931,0.22
932,0.32
933,0.28
934,0.24
935,0.18
936,0.16
937,0.1
938,0.06
939,0.16
940,0.14
941,0.12
942,0.14
943,0.2
944,0.16
945,0.22
946,0.2
947,0.22
948,0.04
949,-0.04
950,-0.02
951,0.02
952,0.04
953,0.08
954,0.22
955,0.2
956,0.1
957,0.12
958,0.1
959,0.08
960,0.1
961,0.08
962,0.14
963,0.16
964,0.34
965,0.36
966,0.4
967,0.48
968,0.46
969,0.22
970,0.24
971,0.2
972,0.16
973,0.1
974,0.14
975,-0.04
976,-0.16
977,-0.14
978,-0.18
979,-0.12
980,0.12
981,0.06
982,-0.02
983,-0.1
984,0.08
985,0.5
986,0.22
987,0.2
988,0.22
989,0.18
990,-0.04
991,-0.08
992,-0.22
993,-0.28
994,-0.06
995,-0.12
996,-0.04
997,-0.02
998,0.0
999,0.02
1000,0.04
1001,0.02
1002,0.04
1003,0.06
1004,0.04
1005,-0.08
1006,-0.06
1007,-0.04
1008,-0.08
1009,-0.1
1010,-0.16
1011,-0.12
1012,-0.1
1013,0.02
1014,0.0
1015,0.02
1016,-0.02
1017,0.0
1018,0.04
1019,0.02
1020,-0.04
1021,-0.02
1022,0.06
1023,0.04
1024,0.02
1025,-0.08
1026,-0.22
1027,-0.24
1028,-0.22
1029,-0.16
1030,-0.2
1031,-0.3
1032,-0.34
1033,-0.26
1034,-0.28
1035,-0.32
1036,-0.28
1037,-0.24
1038,-0.1
1039,-0.18
1040,-0.14
1041,-0.12
1042,-0.06
1043,-0.14
1044,-0.24
1045,-0.28
1046,-0.2
1047,-0.16
1048,-0.14
1049,-0.06
1050,-0.12
1051,-0.08
1052,-0.06
1053,-0.14
1054,-0.18
1055,-0.12
1056,-0.08
1057,-0.1
1058,-0.14
1059,-0.16
1060,-0.2
1061,-0.22
1062,-0.2
1063,-0.18
1064,-0.12
1065,-0.1
1066,-0.12
1067,-0.08
1068,-0.06
1069,-0.08
1070,-0.1
1071,-0.26
1072,-0.28
1073,-0.4
1074,-0.38
1075,-0.3
1076,-0.28
1077,-0.32
1078,-0.34
1079,-0.4
1080,-0.3
1081,-0.16
1082,-0.18
1083,-0.24
1084,-0.2
1085,-0.14
1086,-0.2
1087,-0.24
1088,-0.18
1089,-0.16
1090,-0.18
1091,0.08
1092,0.02
1093,0.04
1094,0.06
1095,0.1
1096,0.12
1097,0.14
1098,0.16
1099,-0.12
1100,-0.04
1101,-0.06
1102,-0.04
1103,-0.02
1104,0.0
1105,0.08
1106,0.1
1107,0.12
1108,0.06
1109,0.08
1110,-0.08
1111,-0.16
1112,-0.2
1113,-0.14
1114,0.14
1115,0.12
1116,0.14
1117,0.18
1118,0.0
1119,0.08
1120,0.16
1121,0.04
1122,0.02
1123,-0.06
1124,-0.1
1125,-0.04
1126,-0.02
1127,0.02
1128,0.08
1129,-0.08
1130,-0.06
1131,-0.02
1132,-0.04
1133,-0.02
1134,-0.04
1135,-0.06
1136,0.02
1137,-0.04
1138,0.06
1139,0.1
1140,0.12
1141,0.26
1142,0.28
1143,0.26
1144,0.2
1145,0.22
1146,0.08
1147,0.16
1148,0.14
1149,0.1
1150,0.08
1151,0.06
1152,0.14
1153,0.16
1154,0.18
1155,0.16
1156,0.14
1157,-0.18
1158,-0.02
1159,0.0
1160,-0.02
1161,-0.08
1162,-0.12
1163,-0.06
1164,0.04
1165,0.06
1166,0.04
1167,0.1
1168,0.14
1169,0.04
1170,0.02
1171,0.08
1172,0.0
1173,0.34
1174,0.32
1175,0.18
1176,0.2
1177,0.18
1178,0.02
1179,0.0
1180,-0.02
1181,0.28
1182,0.3
1183,0.16
1184,0.18
1185,0.28
1186,0.22
1187,0.14
1188,0.18
1189,0.2
1190,0.3
1191,0.32
1192,0.18
1193,0.2
1194,0.1
1195,0.18
1196,0.2
1197,0.18
1198,0.2
1199,-0.18
1200,-0.2
1201,-0.24
1202,-0.18
1203,-0.12
1204,-0.24
1205,-0.14
1206,-0.16
1207,-0.14
1208,-0.12
1209,-0.16
1210,0.02
1211,0.08
1212,0.02
1213,0.04
1214,0.1
1215,0.12
1216,0.16
1217,0.18
1218,0.16
1219,0.28
1220,0.18
1221,0.2
1222,0.3
1223,0.26
1224,0.2
1225,0.18
1226,0.16
1227,0.24
1228,0.12
1229,-0.12
1230,-0.04
1231,0.06
1232,0.04
1233,0.06
1234,0.12
1235,0.1
1236,0.12
1237,0.04
1238,0.02
1239,0.08
1240,0.1
1241,0.08
1242,-0.1
1243,-0.14
1244,-0.22
1245,-0.2
1246,-0.14
1247,-0.1
1248,-0.14
1249,-0.1
1250,0.18
1251,0.14
1252,0.18
1253,0.22
1254,0.24
1255,0.28
1256,0.26
1257,0.16
1258,0.1
1259,0.12
1260,0.16
1261,0.04
1262,-0.06
1263,-0.08
1264,-0.12
1265,0.42
1266,0.4
1267,0.5
1268,0.52
1269,0.6
1270,0.58
1271,0.56
1272,0.0
1273,-0.12
1274,-0.14
1275,-0.2
1276,-0.18
1277,-0.22
1278,-0.24
1279,-0.26
1280,-0.22
1281,-0.08
1282,-0.1
1283,-0.08
1284,0.04
1285,0.02
1286,0.06
1287,-0.1
1288,0.24
1289,0.26
1290,0.16
1291,0.14
1292,0.12
1293,0.16
1294,-0.04
1295,-0.02
1296,-0.06
1297,-0.1
1298,-0.16
1299,-0.04
1300,-0.02
1301,-0.42
1302,-0.44
1303,-0.4
1304,-0.38
1305,-0.4
1306,-0.3
1307,-0.4
1308,-0.34
1309,-0.08
1310,-0.2
1311,0.0
1312,-0.02
1313,-0.26
1314,-0.04
1315,0.0
1316,-0.1
1317,0.04
1318,0.16
1319,0.14
1320,0.1
1321,0.08
1322,0.1
1323,0.12
1324,0.1
1325,-0.18
1326,-0.16
1327,-0.14
1328,-0.12
1329,-0.14
1330,-0.1
1331,-0.12
1332,-0.04
1333,-0.08
1334,-0.06
1335,0.06
1336,0.18
1337,0.12
1338,0.18
1339,0.14
1340,0.18
1341,0.22
1342,0.24
1343,0.26
1344,0.3
1345,0.28
1346,0.18
1347,0.14
1348,0.22
1349,0.18
1350,0.16
1351,0.06
1352,0.02
1353,0.04
1354,0.12
1355,0.2
1356,0.22
1357,0.24
1358,0.28
1359,0.26
1360,0.28
1361,0.22
1362,0.0
1363,0.08
1364,0.0
1365,-0.02
1366,-0.14
1367,-0.06
1368,0.02
1369,0.08
1370,0.12
1371,-0.18
1372,-0.16
1373,-0.14
1374,0.1
1375,0.16
1376,0.12
1377,0.14
1378,0.12
1379,0.14
1380,0.18
1381,0.04
1382,0.06
1383,0.02
1384,0.04
1385,-0.18
1386,0.04
1387,0.2
1388,0.12
1389,0.14
1390,0.12
1391,0.1
1392,0.02
1393,0.04
1394,0.08
1395,0.06
1396,0.02
1397,0.06
1398,0.08
1399,-0.04
1400,0.28
1401,0.3
1402,0.26
1403,0.24
1404,0.32
1405,0.3
1406,0.22
1407,0.26
1408,0.24
1409,0.18
1410,0.16
1411,0.38
1412,0.4
1413,0.38
1414,0.34
1415,0.32
1416,0.3
1417,0.22
1418,0.24
1419,0.32
1420,0.34
1421,0.22
1422,0.1
1423,0.0
1424,0.3
1425,0.36
1426,0.46
1427,0.38
1428,0.14
1429,0.16
1430,0.04
1431,-0.06
1432,-0.08
1433,-0.06
1434,-0.1
1435,-0.08
1436,-0.04
1437,-0.02
1438,-0.22
1439,-0.3
1440,-0.1
1441,-0.08
1442,-0.06
1443,-0.16
1444,-0.18
1445,-0.16
1446,-0.18
1447,0.12
1448,0.06
1449,0.14
1450,0.1
1451,0.12
1452,0.1
1453,0.08
1454,-0.02
1455,0.0
1456,-0.16
1457,-0.18
1458,-0.16
1459,-0.18
1460,-0.06
1461,0.02
1462,0.08
1463,0.1
1464,0.06
1465,0.04
1466,-0.04
1467,-0.08
1468,-0.2
1469,-0.18
1470,-0.26
1471,-0.24
1472,-0.26
1473,-0.32
1474,-0.16
1475,-0.24
1476,0.0
1477,-0.04
1478,-0.02
1479,-0.24
1480,0.0
1481,-0.02
1482,-0.14
1483,-0.12
1484,-0.1
1485,-0.08
1486,-0.1
1487,-0.02
1488,-0.14
1489,-0.16
1490,-0.14
1491,-0.12
1492,-0.08
1493,-0.12
1494,-0.1
1495,-0.16
1496,-0.14
1497,-0.08
1498,-0.1
1499,-0.16
1500,-0.2
1501,-0.16
1502,-0.14
1503,-0.18
1504,-0.14
1505,-0.04
1506,0.02
1507,-0.02
1508,-0.04
1509,-0.02
1510,0.0
1511,-0.22
1512,-0.26
1513,-0.18
1514,-0.12
1515,-0.1
1516,-0.12
1517,-0.16
1518,-0.1
1519,-0.08
1520,0.08
1521,0.1
1522,-0.04
1523,0.0
1524,-0.02
1525,0.06
1526,-0.06
1527,-0.04
1528,-0.08
1529,-0.02
1530,-0.04
1531,0.06
1532,0.04
1533,-0.02
1534,-0.08
1535,-0.04
1536,-0.02
1537,0.04
1538,0.1
1539,0.12
1540,0.16
1541,0.2
1542,-0.06
1543,-0.2
1544,0.0
1545,0.02
1546,0.0
1547,0.1
1548,0.08
1549,0.06
1550,0.1
1551,0.12
1552,0.14
1553,0.18
1554,0.12
1555,0.14
1556,0.12
1557,0.08
1558,0.1
1559,0.38
1560,0.32
1561,0.28
1562,0.26
1563,0.22
1564,0.26
1565,0.32
1566,0.4
1567,0.44
1568,0.46
1569,0.4
1570,0.44
1571,0.46
1572,0.4
1573,0.42
1574,0.4
1575,0.42
1576,0.18
1577,0.2
1578,0.18
1579,0.16
1580,0.38
1581,0.32
1582,0.34
1583,0.32
1584,0.3
1585,0.42
1586,0.32
1587,0.34
1588,0.02
1589,0.04
1590,0.0
1591,-0.02
1592,0.0
1593,-0.02
1594,0.0
1595,-0.02
1596,0.0
1597,0.04
1598,0.08
1599,0.1
1600,0.08
1601,0.12
1602,0.1
1603,-0.14
1604,0.04
1605,0.02
1606,-0.06
1607,-0.08
1608,-0.06
1609,-0.04
1610,-0.02
1611,-0.04
1612,0.16
1613,0.14
1614,0.18
1615,0.0
1616,0.26
1617,0.22
1618,0.14
1619,0.32
1620,0.44
1621,0.42
1622,0.3
1623,0.26
1624,0.22
1625,0.26
1626,0.02
1627,0.12
1628,0.14
1629,0.16
1630,0.18
1631,0.16
1632,-0.08
1633,-0.12
1634,0.12
1635,0.08
1636,0.12
1637,0.08
1638,-0.06
1639,-0.04
1640,-0.06
1641,0.04
1642,-0.06
1643,0.0
1644,0.02
1645,0.04
1646,0.1
1647,0.12
1648,0.18
1649,0.16
1650,0.1
1651,0.02
1652,0.12
1653,0.16
1654,0.18
1655,0.2
1656,0.16
1657,0.12
1658,0.1
1659,0.14
1660,0.2
1661,0.22
1662,0.2
1663,0.24
1664,0.32
1665,0.3
1666,0.14
1667,0.2
1668,0.04
1669,0.1
1670,0.16
1671,0.18
1672,0.08
1673,-0.1
1674,-0.18
1675,-0.28
1676,-0.26
1677,-0.16
1678,-0.14
1679,-0.1
1680,-0.12
1681,-0.1
1682,-0.18
1683,-0.2
1684,-0.28
1685,-0.32
1686,-0.34
1687,-0.28
1688,-0.24
1689,-0.12
1690,0.18
1691,0.2
1692,0.34
1693,0.22
1694,0.2
1695,0.08
1696,0.06
1697,0.08
1698,0.1
1699,0.12
1700,0.2
1701,0.16
1702,0.14
1703,0.18
1704,0.14
1705,0.12
1706,0.1
1707,0.08
1708,0.06
1709,0.02
1710,-0.04
1711,0.0
1712,-0.1
1713,-0.06
1714,-0.2
1715,-0.16
1716,-0.12
1717,-0.14
1718,-0.16
1719,-0.26
1720,-0.22
1721,-0.24
1722,-0.26
1723,-0.2
1724,-0.22
1725,-0.2
1726,-0.16
1727,-0.24
1728,-0.22
1729,-0.2
1730,-0.26
1731,-0.28
1732,-0.3
1733,-0.28
1734,-0.18
1735,-0.1
1736,0.06
1737,0.2
1738,0.12
1739,0.14
1740,0.16
1741,0.1
1742,0.04
1743,0.06
1744,0.04
1745,0.06
1746,0.08
1747,0.2
1748,0.18
1749,0.16
1750,0.08
1751,0.06
1752,0.26
1753,0.24
1754,0.08
1755,0.12
1756,0.18
1757,-0.02
1758,-0.04
1759,0.0
1760,-0.02
1761,-0.04
1762,0.02
1763,0.0
1764,-0.1
1765,-0.08
1766,0.0
1767,-0.2
1768,-0.22
1769,-0.2
1770,-0.06
1771,0.0
1772,-0.08
1773,-0.12
1774,-0.1
1775,-0.2
1776,-0.28
1777,-0.26
1778,-0.4
1779,-0.36
1780,0.14
1781,0.04
1782,-0.12
1783,-0.14
1784,-0.12
1785,-0.08
1786,-0.22
1787,-0.26
1788,-0.34
1789,-0.32
1790,-0.1
1791,-0.22
1792,-0.2
1793,-0.22
1794,-0.2
1795,-0.16
1796,0.12
1797,0.06
1798,0.08
1799,0.18
1800,0.24
1801,0.12
1802,0.06
1803,0.1
1804,0.2
1805,0.22
1806,-0.14
1807,0.04
1808,0.08
1809,0.1
1810,0.06
1811,-0.08
1812,-0.04
1813,0.0
1814,0.02
1815,0.08
1816,0.02
1817,-0.3
1818,-0.38
1819,-0.24
1820,-0.26
1821,-0.24
1822,-0.12
1823,-0.1
1824,-0.12
1825,-0.28
1826,-0.34
1827,0.02
1828,-0.06
1829,-0.14
1830,-0.02
1831,-0.04
1832,-0.02
1833,0.1
1834,0.2
1835,0.18
1836,0.34
1837,0.3
1838,0.18
1839,0.2
1840,0.1
1841,0.12
1842,0.06
1843,0.02
1844,-0.02
1845,0.08
1846,0.2
1847,0.24
1848,0.42
1849,0.4
1850,0.38
1851,0.42
1852,0.32
1853,0.36
1854,0.14
1855,0.08
1856,0.06
1857,0.04
1858,-0.02
1859,0.04
1860,0.08
1861,0.12
1862,0.1
1863,0.08
1864,-0.02
1865,-0.04
1866,-0.1
1867,-0.08
1868,0.06
1869,0.0
1870,0.08
1871,0.06
1872,0.08
1873,0.04
1874,0.1
1875,0.08
1876,-0.02
1877,-0.06
1878,-0.1
1879,0.0
1880,0.04
1881,-0.24
1882,-0.26
1883,0.02
1884,0.0
1885,0.02
1886,0.12
1887,0.14
1888,0.16
1889,0.1
1890,0.06
1891,0.08
1892,0.06
1893,0.1
1894,0.08
1895,0.06
1896,-0.04
1897,-0.1
1898,-0.18
1899,-0.1
1900,-0.08
1901,0.02
1902,0.04
1903,0.06
1904,0.12
1905,-0.36
1906,-0.28
1907,-0.34
1908,-0.3
1909,-0.28
1910,-0.24
1911,-0.18
1912,-0.16
1913,-0.2
1914,-0.18
1915,-0.12
1916,-0.1
1917,0.06
1918,0.02
1919,0.1
1920,0.0
1921,-0.02
1922,0.04
1923,0.0
1924,0.04
1925,-0.02
1926,0.08
1927,0.0
1928,0.02
1929,0.0
1930,-0.02
1931,0.0
1932,0.04
1933,-0.12
1934,-0.1
1935,-0.14
1936,-0.12
1937,-0.18
1938,-0.16
1939,-0.2
1940,-0.16
1941,-0.08
1942,-0.12
1943,0.0
1944,0.02
1945,0.06
1946,0.12
1947,0.18
1948,0.2
1949,0.22
1950,0.2
1951,0.16
1952,0.02
1953,0.0
1954,-0.02
1955,-0.04
1956,-0.06
1957,-0.12
1958,-0.1
1959,0.18
1960,0.22
1961,0.24
1962,0.18
1963,0.16
1964,0.18
1965,0.16
1966,0.22
1967,0.12
1968,0.2
1969,0.28
1970,0.3
1971,0.2
1972,0.22
1973,0.24
1974,0.38
1975,0.26
1976,0.18
1977,0.14
1978,-0.06
1979,-0.1
1980,-0.08
1981,0.04
1982,0.06
1983,0.04
1984,0.02
1985,-0.02
1986,0.06
1987,0.04
1988,0.02
1989,-0.06
1990,0.0
1991,-0.12
1992,-0.3
1993,-0.32
1994,-0.34
1995,-0.16
1996,-0.26
1997,-0.28
1998,-0.14
1999,-0.1
2000,-0.08
2001,-0.04
2002,0.04
2003,0.06
2004,0.0
2005,0.3
2006,0.12
2007,0.1
2008,0.14
2009,0.12
2010,0.16
2011,0.14
2012,-0.02
2013,-0.04
2014,0.08
2015,0.0
