Temperature,Squared_Magnetization,Susceptibility,Error_m2,Error_chi
0.5,1.0,0.0,0.0,0.0
0.5897435897435898,1.0,0.0,0.0,0.0
0.6794871794871795,0.9999506172839506,8.175078616321203e-05,1.91258436849712e-05,0.0002533272125821204
0.7692307692307692,0.9999111111111111,0.00012997074999973048,3.5541835487298944e-05,0.0004158394752014319
0.858974358974359,0.9996543209876543,0.00045234017412746003,5.387018328215118e-05,0.0005644308755831416
0.9487179487179487,0.999241975308642,0.0010288492792808251,8.389795007341488e-05,0.0007958967696153191
1.0384615384615383,0.9982617283950618,0.0022596460905351576,0.00019841161669312024,0.0017195673446736407
1.1282051282051282,0.9967679012345677,0.004147629318180107,0.0002452157677394684,0.0019561530562853006
1.217948717948718,0.9939308641975309,0.008260723649123768,0.0002564789187374737,0.0018952442205653428
1.3076923076923077,0.9901802469135802,0.012400895212417612,0.0003253694276378711,0.0022393072372724103
1.3974358974358974,0.9850790123456791,0.01817359926605486,0.0004580932363604666,0.002950288549771086
1.4871794871794872,0.9764691358024691,0.029969721091953064,0.0007183997186587268,0.00434755691808988
1.5769230769230769,0.9687654320987654,0.040719387574524556,0.0005788583332509681,0.0033037280483104053
1.6666666666666667,0.9549753086419752,0.05853166666666462,0.0008788380670622232,0.004745725562136006
1.7564102564102564,0.9404,0.07444476885644671,0.0009168636359856539,0.004698089580014089
1.8461538461538463,0.9227111111111109,0.09492634606481444,0.0011404943349930293,0.0055599098830910266
1.935897435897436,0.9051629629629632,0.11446103270419472,0.0012873008285784074,0.005984670077232056
2.0256410256410255,0.8790345679012346,0.14168040003164425,0.0019076706039196022,0.00847585293640229
2.1153846153846154,0.8553358024691357,0.1650023403232314,0.0021843758702171276,0.009293526429651047
2.2051282051282053,0.8327456790123456,0.18249821441860456,0.0013311042180318973,0.005432762564292974
2.2948717948717947,0.8022469135802468,0.20224295786778373,0.0016675589746704504,0.0065398122917243355
2.3846153846153846,0.7709160493827161,0.2256209101075258,0.002104658321052799,0.00794338785687668
2.4743589743589745,0.7427876543209876,0.24361139215889488,0.0021989993013062214,0.007998432691797761
2.5641025641025643,0.7145679012345679,0.25436409960000006,0.002313296950914931,0.00811967229771142
2.6538461538461537,0.6881530864197531,0.2618168980032206,0.002156164692685704,0.007312210696934138
2.7435897435897436,0.6590493827160493,0.27061778280373777,0.0015816694021984952,0.005188466917492252
2.8333333333333335,0.6286172839506172,0.274803833333333,0.0029270758796628594,0.009297770441282006
2.923076923076923,0.6049037037037037,0.27642332383040913,0.0024710266833827036,0.007608161104099382
3.0128205128205128,0.5757604938271604,0.27736862464539,0.00204060077343343,0.006095752097660715
3.1025641025641026,0.5578716049382716,0.27299853168044047,0.0027301182201716805,0.007919599134547612
3.1923076923076925,0.5405234567901234,0.26876323552208775,0.002413601149225897,0.006804610468901932
3.282051282051282,0.5146024691358025,0.26512378614583326,0.002251973951638854,0.006175334820509676
3.371794871794872,0.49634567901234566,0.2581598556844104,0.0019118702036642547,0.00510316685540801
3.4615384615384617,0.47170123456790125,0.25313913765432094,0.0026439117744579146,0.006874170613590582
3.551282051282051,0.461241975308642,0.2468874284476538,0.0018010759879084515,0.004564459723869062
3.641025641025641,0.44228641975308647,0.23992799999999995,0.001976577061885757,0.004885764427619019
3.730769230769231,0.42762962962962964,0.2340265806815578,0.00247316831205872,0.005966199845584951
3.8205128205128207,0.41657283950617285,0.2260361124608504,0.0018436440327828788,0.004343080909441544
3.91025641025641,0.405404938271605,0.21881521318032804,0.0018431514961854242,0.004242270001056286
4.0,0.38595308641975307,0.21082211937499998,0.0015761578074316523,0.0035463550667212186
