Temperature,Squared_Magnetization,Susceptibility,Error_m2,Error_chi
0.5,0.9999998190487133,3.676459954249367e-07,1.275749978126197e-07,1.632959971998892e-05
0.5897435897435898,0.9999956571691176,7.480290348877114e-06,9.334660195924175e-07,0.00010130135586524645
0.6794871794871795,0.999968701171875,4.73194156960903e-05,2.3515710277441817e-06,0.00022149136925470313
0.7692307692307692,0.999868190106522,0.00018243870646514893,6.755586035426715e-06,0.0005620647581475767
0.858974358974359,0.9996079159007353,0.0004772654557675973,1.232499231708044e-05,0.0009183039051771134
0.9487179487179487,0.9991173311121323,0.0010191412346934792,2.0740413884196532e-05,0.0013991371095933693
1.0384615384615383,0.9980865206818623,0.002090660836777324,3.396254729799289e-05,0.002093099211254034
1.1282051282051282,0.996272039242211,0.003830396955340376,4.957942308426886e-05,0.0028125054549621655
1.217948717948718,0.9935453263005312,0.006413903665324931,7.504046239079311e-05,0.00394317882373516
1.3076923076923077,0.9893376148897058,0.010533376639529858,9.262977491569742e-05,0.004533410160579938
1.3974358974358974,0.9834917044146064,0.016459440207057828,0.00015822250109910488,0.007246300233823195
1.4871794871794872,0.9755093204273897,0.02491941304201239,0.00017685038747438303,0.007610664950621732
1.5769230769230769,0.9639521774098968,0.03883845057471096,0.0002913069602606113,0.011822799557894075
1.6666666666666667,0.9493193238569185,0.05980253307712786,0.0003243542555728774,0.012455203413998436
1.7564102564102564,0.9301592214324291,0.09245918454393463,0.0002464899768956904,0.008981590982943788
1.8461538461538463,0.9042657517448324,0.1502595320674045,0.000487045483031782,0.016884243411768453
1.935897435897436,0.8712855561074282,0.24388009610578787,0.0004341422693256463,0.01435257091704387
2.0256410256410255,0.8287755462011669,0.3989204729612969,0.0006765929769312921,0.021376912283803937
2.1153846153846154,0.7715123851102941,0.64898052603083,0.000908479891956192,0.027485646185729233
2.2051282051282053,0.7028802001953125,0.9753002362104825,0.0013711797730828752,0.03979610132110302
2.2948717948717947,0.62282578125,1.304226316272696,0.0008540640254029766,0.023818366563193576
2.3846153846153846,0.5360904184479062,1.6092149160256721,0.001548311263637723,0.04155467649505112
2.4743589743589745,0.454972825754771,1.7381768248360039,0.0010250344550305902,0.026512808287630613
2.5641025641025643,0.38122483915441174,1.7344557303827859,0.001338944049620908,0.033420043478537866
2.6538461538461537,0.31604676011029414,1.6523014247780963,0.0012556634380883147,0.030281506680854407
2.7435897435897436,0.26645589692836846,1.5143567101750177,0.0009936274868670252,0.023178450534767227
2.8333333333333335,0.22645863411414102,1.3493064932170318,0.0013924017128139536,0.031451897512973996
2.923076923076923,0.19421123297421464,1.2071969580878426,0.0008423090304168151,0.018442134560705023
3.0128205128205128,0.16699473088956537,1.0600054167263393,0.0009274021162348255,0.0197003887840181
3.1025641025641026,0.14793575860392355,0.9431881112516654,0.0007571128428918691,0.015617798808744662
3.1923076923076925,0.13165946483561572,0.8357515140671965,0.0009758357537857801,0.019563743304813717
3.282051282051282,0.11554585614610172,0.7276025969198758,0.001095883883875816,0.021369735735578422
3.371794871794872,0.10713669720818014,0.6648198889479595,0.0006579703883965044,0.012488928436788409
3.4615384615384617,0.09771161247702206,0.593111387169298,0.0007237837593757206,0.013381957506679988
3.551282051282051,0.09019596817169458,0.5486881307897984,0.00062381575394608,0.011242195825627549
3.641025641025641,0.08402787485900819,0.5018253352197759,0.0006391009304056715,0.011233774100651805
3.730769230769231,0.0790733338917014,0.46688800610389125,0.0007562646512234478,0.012973447212740387
3.8205128205128207,0.07580905207712925,0.4362648780634286,0.0006318539556770451,0.010584613915234256
3.91025641025641,0.07125126423145021,0.40363669853823647,0.0005750693405346388,0.009412282452291525
4.0,0.06642860727373795,0.37271861897831193,0.0004967238210826537,0.00794758113732247
