Temperature,Squared_Magnetization,Susceptibility,Error_m2,Error_chi
0.5,0.999999745928769,5.116912333846813e-07,9.514130189481242e-08,2.7400694945719323e-05
0.6842105263157895,0.9999655249959389,5.196647971754504e-05,1.5790916831140185e-06,0.0003323380650001126
0.868421052631579,0.9995884523229371,0.0005023011731789237,7.367647887654558e-06,0.0012216899770071763
1.0526315789473684,0.9978089497839528,0.0023465858896705607,2.2915709053610795e-05,0.0031348689985339706
1.236842105263158,0.9926322368421051,0.007314591016579171,4.139279787393564e-05,0.004819178509918522
1.4210526315789473,0.9812976495178718,0.01899019863054659,9.00438354592478e-05,0.009124441993203974
1.6052631578947367,0.9593487933520142,0.04405092465892067,0.00017575126229224771,0.015765752578084997
1.7894736842105263,0.9199360102580734,0.10862533607533187,0.0002676564762008629,0.021538474084869228
1.9736842105263157,0.8494260233918128,0.32616811667211953,0.0004856307534580904,0.03543161977230234
2.1578947368421053,0.71591659236072,1.2512677326881014,0.0009658920247878673,0.06445562389803906
2.3421052631578947,0.4863717806964694,3.2100496978643056,0.0010440175639168036,0.06418948437924428
2.526315789473684,0.2654000931714764,3.3851530819726166,0.0011691861806404644,0.06664361229650652
2.7105263157894735,0.15120031806637166,2.359922768725199,0.0007269656835633976,0.03862093417921274
2.894736842105263,0.0973334047229585,1.5852836683388671,0.0006107283332993052,0.030380958543761823
3.0789473684210527,0.07047630812460337,1.1294414131613537,0.0004593811806033145,0.021484904446678124
3.263157894736842,0.053756902996857876,0.817070474541891,0.00040454264349221495,0.017852075364430623
3.4473684210526314,0.04485949728757113,0.6560641344172135,0.0003871566270739938,0.016171916514113704
3.631578947368421,0.03814631460180956,0.5357545806970604,0.00027397950065337736,0.010863882808516525
3.81578947368421,0.033035199590459176,0.4428541153206127,0.00023078643874483354,0.008709402709046394
4.0,0.029591938453768563,0.3800167277231833,0.0002056485452862679,0.007403347630305654
