Sweep,Magnetization Density
559,-0.8
560,0.3
561,0.9
562,0.14
563,0.78
564,-0.78
565,0.92
566,0.94
567,0.92
568,-0.42
569,-0.64
570,-0.98
571,-0.7
572,-0.94
573,-0.94
574,0.02
575,0.98
576,0.84
577,0.8
578,0.86
579,-0.98
580,0.94
581,0.16
582,0.82
583,-0.94
584,-0.82
585,-0.32
586,0.7
587,0.88
588,-0.18
589,-0.82
590,-0.8
591,0.94
592,-0.78
593,-0.88
594,-0.8
595,0.7
596,-0.54
597,0.66
598,-0.46
599,0.82
600,0.52
601,-0.94
602,-0.88
603,0.86
604,-0.92
605,-0.94
606,-0.78
607,-0.82
608,-0.16
609,-0.76
610,-0.74
611,-0.94
612,0.62
613,0.04
614,-0.84
615,0.94
616,-0.14
617,-0.9
618,0.82
619,0.78
620,-0.52
621,0.58
622,0.9
623,0.94
624,-0.86
625,0.94
626,0.98
627,-0.84
628,0.72
629,-0.88
630,0.88
631,-0.96
632,0.92
633,-0.88
634,-0.94
635,-0.8
636,-0.52
637,-0.76
638,0.54
639,0.96
640,0.48
641,0.82
642,0.84
643,-0.6
644,-0.9
645,0.32
646,-0.94
647,-0.7
648,0.72
649,-0.34
650,0.88
651,-0.1
652,0.22
653,0.84
654,0.92
655,-0.76
656,-0.2
657,0.9
658,0.92
659,-0.94
660,0.94
661,0.6
662,-0.76
663,-0.88
664,-0.88
665,-0.94
666,-0.86
667,0.9
668,-0.8
669,0.74
670,0.94
671,0.84
672,0.96
673,-0.9
674,-0.96
675,-0.68
676,0.88
677,0.68
678,0.2
679,0.78
680,0.96
681,0.44
682,0.88
683,-0.96
684,0.9
685,-0.86
686,0.72
687,0.62
688,-0.8
689,0.76
690,0.72
691,-0.36
692,-0.82
693,-0.98
694,0.94
695,-0.9
696,-0.54
697,-0.88
698,-0.58
699,-0.88
700,-0.68
701,0.96
702,0.88
703,0.48
704,0.92
705,-0.76
706,-0.6
707,-0.96
708,0.78
709,-0.76
710,-0.94
711,-0.86
712,0.78
713,0.54
714,-0.88
715,-0.74
716,0.88
717,0.78
718,0.7
719,0.66
720,0.96
721,0.96
722,-0.92
723,0.98
724,0.6
725,0.86
726,-0.88
727,-0.44
728,0.12
729,0.86
730,0.56
731,-0.98
732,-0.86
733,-0.86
734,0.92
735,-0.38
736,-0.82
737,-0.88
738,-0.9
739,0.88
740,-0.82
741,-0.94
742,0.84
743,-0.88
744,-0.8
745,-0.74
746,-0.88
747,0.54
748,0.96
749,-0.86
750,-0.72
751,-0.84
752,0.9
753,0.8
754,-0.7
755,-0.8
756,-0.82
757,0.7
758,0.26
759,-0.4
760,-0.64
761,-0.74
762,0.68
763,0.96
764,0.96
765,0.48
766,-0.94
767,-0.82
768,0.86
769,-0.72
770,0.84
771,-0.92
772,0.98
773,-0.96
774,-0.88
775,-0.86
776,0.82
777,-0.88
778,-0.68
779,-0.88
780,-0.38
781,0.78
782,0.88
783,0.94
784,0.8
785,0.52
786,-0.9
787,-0.86
788,0.82
789,-0.66
790,0.6
791,0.84
792,0.28
793,0.78
794,-0.5
795,0.68
796,-0.86
797,-0.9
798,-0.96
799,0.62
800,0.9
801,0.9
802,0.9
803,-0.82
804,-0.82
805,-0.88
806,0.88
807,0.7
808,0.68
809,-0.4
810,-0.9
811,-0.96
812,-0.84
813,-0.76
814,0.82
815,-0.84
816,0.78
817,0.98
818,-0.88
819,-0.06
820,0.4
821,0.84
822,-0.04
823,0.86
824,-0.92
825,0.94
826,-0.8
827,-0.64
828,0.76
829,-0.72
830,0.1
831,-0.36
832,0.88
833,0.86
834,-0.34
835,-0.56
836,0.9
837,0.82
838,-0.82
839,-0.88
840,-0.74
841,0.94
842,0.94
843,-0.84
844,0.86
845,0.88
846,0.86
847,-0.7
848,0.76
849,-0.88
850,0.78
851,0.9
852,0.84
853,0.7
854,0.82
855,0.22
856,-0.66
857,0.72
858,-0.92
859,-0.82
860,-0.78
861,0.5
862,-0.88
863,0.96
864,-0.92
865,-0.94
866,-0.22
867,-0.94
868,-0.86
869,0.92
870,0.6
871,-0.86
872,0.78
873,-0.98
874,-0.92
875,0.94
876,-0.84
877,-0.9
878,-0.92
879,0.84
880,0.58
881,0.56
882,-0.76
883,0.88
884,-0.8
885,-0.24
886,0.82
887,-0.72
888,0.86
889,0.9
890,-0.72
891,-0.82
892,-0.72
893,-0.8
894,1.0
895,0.74
896,-0.46
897,-0.64
898,-0.76
899,-0.9
900,0.42
901,0.88
902,-0.9
903,-0.7
904,0.04
905,-0.84
906,0.42
907,0.42
908,-0.84
909,-0.68
910,0.9
911,0.54
912,0.62
913,0.88
914,-0.68
915,0.86
916,0.5
917,-0.96
918,-0.76
919,-0.76
920,0.92
921,-0.8
922,0.86
923,-0.94
924,0.7
925,0.82
926,-0.84
927,0.44
928,-0.92
929,-0.74
930,0.94
931,0.88
932,0.84
933,-0.6
934,-0.74
935,0.82
936,-0.98
937,-0.9
938,-0.92
939,-0.58
940,0.78
941,-0.86
942,0.86
943,-0.82
944,-0.86
945,0.56
946,0.48
947,-0.88
948,0.74
949,-0.9
950,-0.62
951,-0.92
952,0.58
953,-0.84
954,-0.9
955,-0.96
956,-0.42
957,0.82
958,0.64
959,0.84
960,-0.28
961,0.68
962,-0.98
963,0.88
964,-0.78
965,0.28
966,0.9
967,0.74
968,0.7
969,-0.74
970,-0.98
971,-0.86
972,0.78
973,-0.86
974,-0.94
975,0.92
976,0.86
977,-0.84
978,0.9
979,-0.72
980,-0.72
981,-0.78
982,-0.7
983,0.6
984,0.78
985,-0.96
986,0.9
987,0.9
988,-0.94
989,0.76
990,0.86
991,0.62
992,0.92
993,0.62
994,-0.64
995,0.92
996,-0.9
997,-0.76
998,-0.88
999,-0.84
1000,-0.86
1001,0.56
1002,0.26
1003,0.7
1004,0.92
1005,0.56
1006,0.94
1007,-0.76
1008,-0.84
1009,-0.74
1010,0.46
1011,0.86
1012,0.2
1013,0.66
1014,-0.92
1015,0.9
1016,0.98
1017,-0.88
1018,0.7
1019,-0.94
1020,-0.9
1021,-0.08
1022,-0.72
1023,-0.82
1024,0.72
1025,0.9
1026,-0.76
1027,0.88
1028,-0.72
1029,0.54
1030,0.94
1031,0.6
1032,-0.78
1033,0.46
1034,-0.9
1035,-0.94
1036,-0.94
1037,0.88
1038,0.72
1039,-0.76
1040,0.42
1041,-0.92
1042,-0.7
1043,-0.76
1044,0.72
1045,-0.84
1046,0.86
1047,0.8
1048,0.92
1049,0.86
1050,0.98
1051,0.86
1052,0.58
1053,0.84
1054,-0.18
1055,-0.8
1056,-0.92
1057,0.96
1058,0.72
1059,-0.66
1060,0.82
1061,0.8
1062,-0.9
1063,0.92
1064,0.76
1065,-0.86
1066,-0.36
1067,0.86
1068,0.5
1069,0.82
1070,-0.56
1071,-0.86
1072,0.94
1073,-1.0
1074,0.92
1075,0.84
1076,-0.62
1077,-0.86
1078,-0.9
1079,0.8
1080,0.9
1081,-0.84
1082,-0.24
1083,0.32
1084,0.7
1085,-0.66
1086,-0.92
1087,-0.94
1088,-0.76
1089,0.92
1090,0.86
1091,1.0
1092,0.92
1093,-0.78
1094,-0.08
1095,0.86
1096,0.76
1097,0.86
1098,-0.7
1099,0.82
1100,-0.84
1101,0.74
1102,-0.76
1103,0.84
1104,-0.76
1105,0.88
1106,-0.7
1107,-0.86
1108,-0.86
1109,-0.88
1110,-0.84
1111,-0.96
1112,0.84
1113,-0.98
1114,0.92
1115,-0.92
1116,-0.74
1117,-0.78
1118,0.82
1119,-0.34
1120,-0.76
1121,0.86
1122,-0.9
1123,0.04
1124,-0.82
1125,0.7
1126,0.66
1127,-0.8
1128,-0.82
1129,0.86
1130,0.88
1131,0.86
1132,-0.78
1133,0.94
1134,-0.72
1135,-0.86
1136,0.66
1137,0.78
1138,-0.86
1139,0.9
1140,-0.44
1141,-0.14
1142,0.82
1143,-0.82
1144,0.88
1145,0.88
1146,0.88
1147,-0.66
1148,0.88
1149,-0.5
1150,0.48
1151,0.7
1152,0.3
1153,0.74
1154,0.7
1155,0.88
1156,0.7
1157,-0.84
1158,0.9
1159,-0.72
1160,-0.92
1161,0.66
1162,-0.88
1163,0.94
1164,-0.92
1165,-0.46
1166,0.86
1167,0.52
1168,-0.6
1169,0.94
1170,-0.68
1171,-0.78
1172,0.42
1173,0.4
1174,0.84
1175,0.66
1176,0.92
1177,0.56
1178,-0.84
1179,0.78
1180,0.84
1181,0.52
1182,-0.9
1183,0.88
1184,0.96
1185,0.96
1186,1.0
1187,0.72
1188,0.86
1189,-0.84
1190,0.72
1191,-0.7
1192,0.86
1193,-0.9
1194,-0.56
1195,0.76
1196,0.98
1197,-0.56
1198,-0.62
1199,-0.76
1200,0.8
1201,-0.8
1202,0.88
1203,-0.44
1204,0.88
1205,0.78
1206,0.96
1207,0.9
1208,-0.88
1209,-0.86
1210,0.78
1211,0.82
1212,0.92
1213,0.98
1214,-0.44
1215,0.96
1216,0.8
1217,-0.94
1218,-0.84
1219,-0.44
1220,-0.94
1221,-0.58
1222,0.88
1223,-0.98
1224,-0.74
1225,-0.78
1226,0.86
1227,-0.88
1228,0.92
1229,0.82
1230,0.64
1231,0.86
1232,-0.96
1233,-0.54
1234,-0.9
1235,-0.56
1236,0.48
1237,-0.36
1238,-0.94
1239,0.76
1240,0.5
1241,0.74
1242,-0.86
1243,-0.94
1244,0.94
1245,0.78
1246,-0.48
1247,-1.0
1248,-0.42
1249,0.98
1250,0.92
1251,0.68
1252,-0.86
1253,0.74
1254,-0.74
1255,-0.44
1256,-0.48
1257,0.88
1258,-0.24
1259,-0.56
1260,0.88
1261,0.32
1262,-0.88
1263,-0.56
1264,-0.92
1265,0.76
1266,-0.92
1267,-0.88
1268,0.82
1269,0.54
1270,-0.84
1271,-0.78
1272,-0.88
1273,0.8
1274,0.62
1275,-0.08
1276,-0.72
1277,0.88
1278,-0.88
1279,0.82
1280,0.62
1281,-0.84
1282,-0.76
1283,0.74
1284,0.9
1285,-0.72
1286,-0.76
1287,0.86
1288,-0.98
1289,-0.78
1290,0.9
1291,0.84
1292,-0.7
1293,0.92
1294,-0.56
1295,-0.78
1296,-0.96
1297,-0.82
1298,-0.4
1299,0.78
1300,0.94
1301,0.82
1302,-0.94
1303,0.76
1304,0.8
1305,0.8
1306,-0.98
1307,0.96
1308,0.88
1309,0.98
1310,0.92
1311,-0.82
1312,-0.88
1313,0.28
1314,0.94
1315,0.94
1316,-0.92
1317,-0.74
1318,0.94
1319,-0.86
1320,-0.78
1321,-0.04
1322,0.88
1323,0.78
1324,0.94
1325,-0.8
1326,-0.88
1327,-0.8
1328,0.94
1329,0.34
1330,-0.88
1331,-0.88
1332,0.64
1333,0.84
1334,-0.9
1335,0.78
1336,-0.5
1337,0.98
1338,-0.76
1339,0.88
1340,-0.84
1341,-0.88
1342,0.66
1343,0.72
1344,-0.8
1345,-0.9
1346,-0.7
1347,0.58
1348,0.9
1349,0.84
1350,0.84
1351,0.14
1352,0.84
1353,-0.82
1354,-0.94
1355,0.74
1356,1.0
1357,-0.64
1358,0.42
1359,0.98
1360,0.52
1361,-0.5
1362,0.88
1363,-1.0
1364,-0.9
1365,-0.86
1366,0.78
1367,-0.74
1368,0.94
1369,0.8
1370,0.94
1371,-0.92
1372,-0.88
1373,0.94
1374,0.84
1375,-0.78
1376,-0.92
1377,-0.64
1378,0.56
1379,0.7
1380,-0.9
1381,-0.64
1382,0.92
1383,0.84
1384,0.66
1385,0.76
1386,0.76
1387,0.54
1388,0.96
1389,0.86
1390,-0.88
1391,0.92
1392,0.84
1393,0.74
1394,-0.14
1395,-0.92
1396,-0.88
1397,0.9
1398,-0.82
1399,0.82
1400,-0.92
1401,-0.8
1402,0.52
1403,0.62
1404,-0.8
1405,-0.74
1406,0.9
1407,-0.68
1408,0.98
1409,-0.26
1410,-0.8
1411,-0.92
1412,0.86
1413,0.92
1414,-0.6
1415,-0.7
1416,0.62
1417,-0.86
1418,0.66
1419,-0.8
1420,0.48
1421,-0.82
1422,-0.9
1423,-0.96
1424,0.84
1425,0.78
1426,0.84
1427,0.96
1428,0.78
1429,-0.96
1430,-0.82
1431,0.96
1432,0.9
1433,-0.68
1434,0.84
1435,0.38
1436,-0.94
1437,0.1
1438,0.8
1439,0.9
1440,0.96
1441,-0.58
1442,0.56
1443,0.92
1444,-0.66
1445,0.64
1446,-0.74
1447,0.56
1448,0.52
1449,0.84
1450,0.92
1451,-0.84
1452,0.18
1453,-0.5
1454,-0.94
1455,-0.68
1456,-0.72
1457,0.86
1458,0.74
1459,-0.9
1460,-0.92
1461,0.86
1462,0.72
1463,0.6
1464,0.86
1465,0.8
1466,-0.86
1467,-0.78
1468,0.76
1469,-0.94
1470,0.86
1471,-1.0
1472,-0.7
1473,0.82
1474,-0.78
1475,0.44
1476,0.54
1477,-0.88
1478,0.2
1479,0.3
1480,0.72
1481,0.82
1482,-0.56
1483,-0.88
1484,-0.68
1485,-0.56
1486,-0.82
1487,0.82
1488,-0.72
1489,0.96
1490,0.7
1491,-0.84
1492,-0.84
1493,1.0
1494,-0.88
1495,-0.9
1496,-0.6
1497,0.92
1498,0.82
1499,-0.68
1500,-0.98
1501,-0.76
1502,-0.74
1503,0.58
1504,-0.54
1505,0.66
1506,-0.9
1507,0.9
1508,-0.92
1509,-0.92
1510,0.96
1511,0.68
1512,0.9
1513,0.78
1514,-0.7
1515,-0.66
1516,-0.16
1517,-0.76
1518,-0.9
1519,-0.84
1520,-0.64
1521,0.7
1522,0.88
1523,0.84
1524,-0.7
1525,0.96
1526,-0.74
1527,-0.72
1528,-0.82
1529,0.62
1530,-0.96
1531,-0.88
1532,0.9
1533,-0.88
1534,0.96
1535,0.7
1536,-0.92
1537,-0.92
1538,-0.74
1539,0.86
1540,0.74
1541,0.92
1542,-0.82
1543,-0.92
1544,0.88
1545,-0.84
1546,0.8
1547,0.96
1548,0.56
1549,-0.9
1550,0.74
1551,-0.84
1552,0.96
1553,-0.58
1554,-0.84
1555,-0.92
1556,-0.78
1557,0.96
1558,0.94
1559,0.8
1560,-0.86
1561,-0.74
1562,0.72
1563,-0.9
1564,0.58
1565,-0.8
1566,-0.96
1567,-0.8
1568,-0.98
1569,-0.9
1570,0.92
1571,-0.74
1572,0.94
1573,-0.96
1574,0.8
1575,0.74
1576,-0.86
1577,0.72
1578,-0.64
1579,0.56
1580,0.92
1581,-0.92
1582,0.86
1583,-0.84
1584,0.26
1585,0.8
1586,-0.86
1587,0.82
1588,-0.78
1589,0.92
1590,-0.64
1591,-0.68
1592,0.88
1593,0.9
1594,0.74
1595,-0.72
1596,-0.88
1597,-0.56
1598,-0.24
1599,-0.88
1600,-0.92
1601,0.84
1602,-0.8
1603,0.56
1604,-0.68
1605,0.58
1606,-0.86
1607,-0.98
1608,-0.74
1609,-0.9
1610,0.86
1611,-0.94
1612,0.6
1613,-0.76
1614,0.24
1615,0.92
1616,-0.68
1617,-0.96
1618,0.84
1619,0.66
1620,-0.9
1621,-0.6
1622,-0.54
1623,-0.84
1624,-0.86
1625,-0.82
1626,-0.74
1627,0.84
1628,-0.86
1629,0.64
1630,0.82
1631,0.82
1632,0.92
1633,0.84
1634,-0.68
1635,-0.6
1636,0.18
1637,0.86
1638,0.94
1639,0.5
1640,0.94
1641,-0.8
1642,-0.38
1643,0.3
1644,0.94
1645,0.84
1646,-0.92
1647,0.92
1648,-0.94
1649,-0.86
1650,-0.82
1651,0.82
1652,0.8
1653,0.88
1654,0.72
1655,-0.68
1656,0.9
1657,0.84
1658,-0.78
1659,-0.78
1660,0.46
1661,-0.8
1662,0.78
1663,-0.98
1664,-0.82
1665,-0.9
1666,0.94
1667,-0.9
1668,0.86
1669,0.76
1670,0.72
1671,0.96
1672,0.24
1673,-0.88
1674,-0.64
1675,0.94
1676,0.92
1677,-0.9
1678,-0.92
1679,0.8
1680,0.76
1681,0.94
1682,-0.96
1683,-0.64
1684,-0.84
1685,-0.52
1686,-0.98
1687,-0.74
1688,0.94
1689,0.88
1690,-0.9
1691,-0.5
1692,-0.6
1693,0.9
1694,-0.74
1695,-0.64
1696,-0.84
1697,-0.78
1698,-0.98
1699,-0.88
1700,-0.58
1701,-0.98
1702,-0.96
1703,0.7
1704,-0.96
1705,0.82
1706,-0.72
1707,0.72
1708,0.62
1709,0.96
1710,0.92
1711,0.9
1712,-0.74
1713,0.82
1714,0.84
1715,-0.92
1716,-0.76
1717,0.94
1718,-0.62
1719,0.96
1720,-0.78
1721,-0.68
1722,0.92
1723,0.86
1724,0.4
1725,-0.6
1726,0.86
1727,0.22
1728,0.84
1729,0.98
1730,-0.92
1731,0.94
1732,-0.38
1733,0.18
1734,-0.72
1735,-0.9
1736,-0.78
1737,0.76
1738,0.12
1739,0.04
1740,-0.72
1741,-0.96
1742,0.86
1743,-0.96
1744,-0.96
1745,0.94
1746,-0.9
1747,0.9
1748,0.7
1749,0.9
1750,0.82
1751,0.84
1752,-0.64
1753,-0.84
1754,0.96
1755,-0.12
1756,-0.82
1757,-0.8
1758,-0.16
1759,-0.28
1760,-0.74
1761,-0.88
1762,0.68
1763,-0.88
1764,-0.74
1765,-0.04
1766,0.76
1767,-0.58
1768,0.6
1769,0.86
1770,0.0
1771,0.86
1772,-0.38
1773,0.9
1774,-0.88
1775,-0.92
1776,0.92
1777,-0.58
1778,0.72
1779,-0.94
1780,-0.64
1781,-0.9
1782,-0.88
1783,-0.78
1784,-0.8
1785,0.88
1786,-0.86
1787,0.98
1788,0.94
1789,-0.86
1790,0.84
1791,-0.5
1792,0.78
1793,-0.8
1794,0.96
1795,0.76
1796,0.78
1797,0.96
1798,0.04
1799,-0.52
1800,-0.92
1801,0.92
1802,0.8
1803,0.86
1804,0.76
1805,0.76
1806,0.46
1807,0.32
1808,-0.7
1809,-0.7
1810,0.84
1811,0.26
1812,0.78
1813,-0.8
1814,-0.94
1815,0.9
1816,0.6
1817,-0.68
1818,0.74
1819,-0.82
1820,0.78
1821,-0.96
1822,0.88
1823,0.84
1824,-0.86
1825,-0.68
1826,-0.82
1827,0.82
1828,0.84
1829,0.28
1830,-0.56
1831,-0.88
1832,0.64
1833,-0.88
1834,-0.92
1835,0.9
1836,-0.34
1837,0.84
1838,-0.8
1839,-0.94
1840,-0.76
1841,-0.72
1842,-0.84
1843,0.8
1844,-0.8
1845,0.86
1846,0.68
1847,-0.64
1848,0.86
1849,-0.8
1850,0.88
1851,0.78
1852,0.28
1853,0.7
1854,-0.88
1855,-0.2
1856,0.82
1857,-0.76
1858,0.96
1859,-0.96
1860,0.7
1861,0.9
1862,0.98
1863,-0.96
1864,-0.88
1865,0.56
1866,-1.0
1867,0.88
1868,0.78
1869,0.74
1870,0.74
1871,-0.96
1872,-0.9
1873,0.94
1874,0.82
1875,0.94
1876,-0.7
1877,0.92
1878,0.86
1879,-0.68
1880,0.78
1881,-0.76
1882,-0.1
1883,-0.78
1884,0.9
1885,0.8
1886,-0.94
1887,-0.44
1888,-0.88
1889,-0.68
1890,-0.74
1891,-0.74
1892,-0.86
1893,0.82
1894,0.82
1895,0.78
1896,0.92
1897,0.68
1898,-0.92
1899,-0.98
1900,-0.9
1901,0.82
1902,-0.74
1903,-0.9
1904,-0.66
1905,0.78
1906,0.16
1907,0.9
1908,-0.96
1909,0.86
1910,0.0
1911,0.96
1912,-0.9
1913,-0.8
1914,-0.9
1915,-0.86
1916,0.54
1917,-0.7
1918,0.76
1919,-0.44
1920,-0.78
1921,-0.86
1922,0.88
1923,0.78
1924,-0.82
1925,-0.9
1926,-0.7
1927,-0.82
1928,0.76
1929,0.84
1930,0.02
1931,0.66
1932,0.88
1933,-0.72
1934,-0.78
1935,0.88
1936,-0.86
1937,-0.84
1938,0.86
1939,0.04
1940,-0.88
1941,0.56
1942,0.94
1943,0.68
1944,0.88
1945,0.9
1946,-0.78
1947,-0.4
1948,0.36
1949,0.72
1950,0.94
1951,0.42
1952,0.54
1953,0.92
1954,0.72
1955,0.98
1956,-0.82
1957,0.72
1958,-0.82
1959,0.74
1960,-0.9
1961,-0.76
1962,-0.84
1963,0.66
1964,0.96
1965,0.8
1966,0.86
1967,0.92
1968,0.6
1969,-0.88
1970,-0.6
1971,0.28
1972,0.86
1973,0.86
1974,-0.9
1975,-0.82
1976,0.62
1977,0.88
1978,0.24
1979,-0.9
1980,0.92
1981,-0.88
1982,-0.88
1983,0.62
1984,-0.74
1985,-0.92
1986,0.78
1987,-0.84
1988,0.56
1989,-0.68
1990,0.78
1991,-0.92
1992,-0.74
1993,0.88
1994,-0.86
1995,0.96
1996,-0.94
1997,-0.62
