Bin Size,Error
10,0.021363242838617978
13,0.022390980936052525
17,0.022887481874565952
23,0.025867887309430185
30,0.024174194684585638
40,0.023969540717303863
53,0.029380182203332498
70,0.025267319628120982
93,0.02343244332791672
123,0.030622811339343133
162,0.02191970452615818
214,0.028595099829875206
283,0.02394673007859067
375,0.021442186486384084
496,0.009123958466923189
655,0.02536947993570056
866,0.0
1145,0.0
1513,nan
2000,nan
