Bin Size,Error
10,0.019709100705584348
13,0.019392317808412923
17,0.01934706388742148
23,0.017835999662501274
30,0.017396530312005914
40,0.016900642291614528
53,0.01642723182548764
70,0.01725743099810658
93,0.01795864521370967
123,0.01706396769139702
162,0.017294431468533756
214,0.0182495852836107
283,0.0175325032469556
375,0.023408466548939924
496,0.014070854698208115
655,0.019842171966730906
866,0.0
1145,0.0
1513,nan
2000,nan
