Bin Size,Error
10,0.0048524244140039224
13,0.004498046159387116
17,0.004373769728865687
23,0.00519376852537307
30,0.004573513040957829
40,0.004075866569322478
53,0.004355912476983913
70,0.0031073556842253222
93,0.00378490279110506
123,0.0025436627730353136
162,0.002712929995695393
214,0.0027666653044760795
283,0.0024667125498790588
375,0.001653492624743849
496,0.00042768555313702454
655,0.0001619328506534084
866,0.0
1145,0.0
1513,nan
2000,nan
